date,pred,calculated_at
2021-02-12,3170.9148,2024-08-23 04:15:41.175440
2021-02-13,1581.0665,2024-08-23 04:15:41.175440
2021-02-14,60.94336,2024-08-23 04:15:41.175440
2021-02-15,3816.8604,2024-08-23 04:15:41.175440
2021-02-16,3919.6877,2024-08-23 04:15:41.175440
2021-02-17,3844.1887,2024-08-23 04:15:41.175440
2021-02-18,3446.3772,2024-08-22 19:02:22.823885
2021-02-19,2363.9397,2024-08-22 19:02:22.823885
2021-02-20,1942.3029,2024-08-22 19:02:22.823885
2021-02-21,359.4646,2024-08-22 19:02:22.823885
2021-02-22,3801.06,2024-08-22 19:02:22.823885
2021-02-23,3493.3286,2024-08-22 19:02:22.823885
2021-02-24,3281.1584,2024-08-22 19:02:22.823885
2021-02-25,3427.2646,2024-08-22 06:31:31.795760
2021-02-26,2654.3794,2024-08-22 06:31:31.795760
2021-02-27,1726.2882,2024-08-22 06:31:31.795760
2021-02-28,679.0227,2024-08-22 06:31:31.795760
2021-03-01,3865.742,2024-08-22 06:31:31.795760
2021-03-02,3866.7087,2024-08-22 06:31:31.795760
2021-03-03,3448.8398,2024-08-22 06:31:31.795760
2021-03-04,3622.1895,2024-08-22 02:58:41.437425
2021-03-05,2414.5002,2024-08-22 02:58:41.437425
2021-03-06,876.59937,2024-08-22 02:58:41.437425
2021-03-07,34.146973,2024-08-22 02:58:41.437425
2021-03-08,3824.58,2024-08-22 02:58:41.437425
2021-03-09,3538.6252,2024-08-22 02:58:41.437425
2021-03-10,3394.6104,2024-08-22 02:58:41.437425
2021-03-11,3576.6067,2024-08-21 23:48:26.465252
2021-03-12,2461.1865,2024-08-21 23:48:26.465252
2021-03-13,1523.1648,2024-08-21 23:48:26.465252
2021-03-14,580.54224,2024-08-21 23:48:26.465252
2021-03-15,3923.5583,2024-08-21 23:48:26.465252
2021-03-16,3975.485,2024-08-21 23:48:26.465252
2021-03-17,3950.6494,2024-08-21 23:48:26.465252
2021-03-18,4536.202,2024-08-22 05:46:41.589928
2021-03-19,3427.0664,2024-08-22 05:46:41.589928
2021-03-20,1327.4941,2024-08-22 05:46:41.589928
2021-03-21,439.40527,2024-08-22 05:46:41.589928
2021-03-22,4277.5225,2024-08-22 05:46:41.589928
2021-03-23,3864.152,2024-08-22 05:46:41.589928
2021-03-24,3937.7354,2024-08-22 05:46:41.589928
2021-03-25,2987.7822,2024-08-22 01:43:11.398997
2021-03-26,3396.4285,2024-08-22 01:43:11.398997
2021-03-27,1446.1111,2024-08-22 01:43:11.398997
2021-03-28,769.45703,2024-08-22 01:43:11.398997
2021-03-29,4143.322,2024-08-22 01:43:11.398997
2021-03-30,3803.1245,2024-08-22 01:43:11.398997
2021-03-31,2024.3629,2024-08-22 01:43:11.398997
2021-04-01,2981.0198,2024-08-22 06:28:48.936343
2021-04-02,2648.3977,2024-08-22 06:28:48.936343
2021-04-03,1445.8796,2024-08-22 06:28:48.936343
2021-04-04,173.55469,2024-08-22 06:28:48.936343
2021-04-05,3650.5688,2024-08-22 06:28:48.936343
2021-04-06,3672.9802,2024-08-22 06:28:48.936343
2021-04-07,3915.1694,2024-08-22 06:28:48.936343
2021-04-08,4192.0645,2024-08-23 02:54:11.479794
2021-04-09,2385.4534,2024-08-23 02:54:11.479794
2021-04-10,1866.9956,2024-08-23 02:54:11.479794
2021-04-11,1280.2207,2024-08-23 02:54:11.479794
2021-04-12,4304.001,2024-08-23 02:54:11.479794
2021-04-13,4797.8584,2024-08-23 02:54:11.479794
2021-04-14,4448.589,2024-08-23 02:54:11.479794
2021-04-15,4367.341,2024-08-22 12:33:49.894675
2021-04-16,3549.2852,2024-08-22 12:33:49.894675
2021-04-17,1626.34,2024-08-22 12:33:49.894675
2021-04-18,596.85425,2024-08-22 12:33:49.894675
2021-04-19,4055.4802,2024-08-22 12:33:49.894675
2021-04-20,4374.664,2024-08-22 12:33:49.894675
2021-04-21,4565.479,2024-08-22 12:33:49.894675
2021-04-22,4018.6873,2024-08-23 02:01:28.707804
2021-04-23,3569.8984,2024-08-23 02:01:28.707804
2021-04-24,1447.7998,2024-08-23 02:01:28.707804
2021-04-25,199.05493,2024-08-23 02:01:28.707804
2021-04-26,3636.4492,2024-08-23 02:01:28.707804
2021-04-27,3915.1484,2024-08-23 02:01:28.707804
2021-04-28,3207.3413,2024-08-23 02:01:28.707804
2021-04-29,3287.52,2024-08-22 18:49:08.406310
2021-04-30,2963.0906,2024-08-22 18:49:08.406310
2021-05-01,1485.7673,2024-08-22 18:49:08.406310
2021-05-02,482.72412,2024-08-22 18:49:08.406310
2021-05-03,3981.3894,2024-08-22 18:49:08.406310
2021-05-04,4047.9834,2024-08-22 18:49:08.406310
2021-05-05,3602.1917,2024-08-22 18:49:08.406310
2021-05-06,3167.0796,2024-08-23 01:48:42.109249
2021-05-07,2612.7317,2024-08-23 01:48:42.109249
2021-05-08,1144.8828,2024-08-23 01:48:42.109249
2021-05-09,688.89746,2024-08-23 01:48:42.109249
2021-05-10,3863.5159,2024-08-23 01:48:42.109249
2021-05-11,4153.8105,2024-08-23 01:48:42.109249
2021-05-12,3623.7188,2024-08-23 01:48:42.109249
2021-05-13,4027.0994,2024-08-23 03:07:41.707664
2021-05-14,2289.1304,2024-08-23 03:07:41.707664
2021-05-15,1517.8796,2024-08-23 03:07:41.707664
2021-05-16,-100.7959,2024-08-23 03:07:41.707664
2021-05-17,3647.7715,2024-08-23 03:07:41.707664
2021-05-18,3910.8657,2024-08-23 03:07:41.707664
2021-05-19,3930.466,2024-08-23 03:07:41.707664
2021-05-20,3352.5894,2024-08-22 02:36:22.089373
2021-05-21,2994.2473,2024-08-22 02:36:22.089373
2021-05-22,1255.6147,2024-08-22 02:36:22.089373
2021-05-23,409.5227,2024-08-22 02:36:22.089373
2021-05-24,3916.6704,2024-08-22 02:36:22.089373
2021-05-25,3955.2947,2024-08-22 02:36:22.089373
2021-05-26,3303.2332,2024-08-22 02:36:22.089373
2021-05-27,3037.2805,2024-08-22 18:45:31.603881
2021-05-28,2492.998,2024-08-22 18:45:31.603881
2021-05-29,1438.8043,2024-08-22 18:45:31.603881
2021-05-30,121.01099,2024-08-22 18:45:31.603881
2021-05-31,3146.0806,2024-08-22 18:45:31.603881
2021-06-01,3151.7896,2024-08-22 18:45:31.603881
2021-06-02,3447.9116,2024-08-22 18:45:31.603881
2021-06-03,3544.283,2024-08-23 01:46:25.130100
2021-06-04,2857.1113,2024-08-23 01:46:25.130100
2021-06-05,1652.2749,2024-08-23 01:46:25.130100
2021-06-06,468.87256,2024-08-23 01:46:25.130100
2021-06-07,3829.8462,2024-08-23 01:46:25.130100
2021-06-08,3698.4814,2024-08-23 01:46:25.130100
2021-06-09,3635.852,2024-08-23 01:46:25.130100
2021-06-10,3477.2532,2024-08-22 01:55:33.637610
2021-06-11,3059.7964,2024-08-22 01:55:33.637610
2021-06-12,1626.3295,2024-08-22 01:55:33.637610
2021-06-13,433.81226,2024-08-22 01:55:33.637610
2021-06-14,3744.4927,2024-08-22 01:55:33.637610
2021-06-15,3280.615,2024-08-22 01:55:33.637610
2021-06-16,3322.7693,2024-08-22 01:55:33.637610
2021-06-17,4266.555,2024-08-22 07:39:29.778873
2021-06-18,3312.8691,2024-08-22 07:39:29.778873
2021-06-19,1621.7584,2024-08-22 07:39:29.778873
2021-06-20,445.5603,2024-08-22 07:39:29.778873
2021-06-21,3986.8474,2024-08-22 07:39:29.778873
2021-06-22,4187.4443,2024-08-22 07:39:29.778873
2021-06-23,4166.951,2024-08-22 07:39:29.778873
2021-06-24,3884.6477,2024-08-22 06:55:25.292794
2021-06-25,3409.5613,2024-08-22 06:55:25.292794
2021-06-26,1881.4406,2024-08-22 06:55:25.292794
2021-06-27,363.9099,2024-08-22 06:55:25.292794
2021-06-28,3479.8438,2024-08-22 06:55:25.292794
2021-06-29,3502.3413,2024-08-22 06:55:25.292794
2021-06-30,3402.1584,2024-08-22 06:55:25.292794
2021-07-01,3596.4873,2024-08-23 01:04:02.319025
2021-07-02,3028.3123,2024-08-23 01:04:02.319025
2021-07-03,1784.172,2024-08-23 01:04:02.319025
2021-07-04,456.76294,2024-08-23 01:04:02.319025
2021-07-05,3864.0825,2024-08-23 01:04:02.319025
2021-07-06,3671.7644,2024-08-23 01:04:02.319025
2021-07-07,3551.53,2024-08-23 01:04:02.319025
2021-07-08,3991.9324,2024-08-21 23:31:50.062897
2021-07-09,2798.3508,2024-08-21 23:31:50.062897
2021-07-10,1079.8195,2024-08-21 23:31:50.062897
2021-07-11,263.20264,2024-08-21 23:31:50.062897
2021-07-12,3957.665,2024-08-21 23:31:50.062897
2021-07-13,3822.9028,2024-08-21 23:31:50.062897
2021-07-14,3734.4485,2024-08-21 23:31:50.062897
2021-07-15,4630.527,2024-08-22 11:50:38.036031
2021-07-16,3151.6194,2024-08-22 11:50:38.036031
2021-07-17,1968.3241,2024-08-22 11:50:38.036031
2021-07-18,771.9109,2024-08-22 11:50:38.036031
2021-07-19,4516.3247,2024-08-22 11:50:38.036031
2021-07-20,4933.4893,2024-08-22 11:50:38.036031
2021-07-21,4628.9766,2024-08-22 11:50:38.036031
2021-07-22,5093.546,2024-08-22 05:05:07.706438
2021-07-23,4548.465,2024-08-22 05:05:07.706438
2021-07-24,1965.1334,2024-08-22 05:05:07.706438
2021-07-25,826.68823,2024-08-22 05:05:07.706438
2021-07-26,4251.8193,2024-08-22 05:05:07.706438
2021-07-27,4254.125,2024-08-22 05:05:07.706438
2021-07-28,4320.504,2024-08-22 05:05:07.706438
2021-07-29,4504.206,2024-08-22 12:46:21.598814
2021-07-30,3629.2935,2024-08-22 12:46:21.598814
2021-07-31,1385.7538,2024-08-22 12:46:21.598814
2021-08-01,676.62134,2024-08-22 12:46:21.598814
2021-08-02,4339.508,2024-08-22 12:46:21.598814
2021-08-03,4519.817,2024-08-22 12:46:21.598814
2021-08-04,4494.462,2024-08-22 12:46:21.598814
2021-08-05,5191.877,2024-08-22 12:23:32.516172
2021-08-06,4254.908,2024-08-22 12:23:32.516172
2021-08-07,2197.1892,2024-08-22 12:23:32.516172
2021-08-08,1076.9438,2024-08-22 12:23:32.516172
2021-08-09,4916.985,2024-08-22 12:23:32.516172
2021-08-10,4882.632,2024-08-22 12:23:32.516172
2021-08-11,4954.58,2024-08-22 12:23:32.516172
2021-08-12,4311.56,2024-08-23 04:13:04.959052
2021-08-13,3676.3535,2024-08-23 04:13:04.959052
2021-08-14,1527.3208,2024-08-23 04:13:04.959052
2021-08-15,333.1162,2024-08-23 04:13:04.959052
2021-08-16,3865.627,2024-08-23 04:13:04.959052
2021-08-17,4231.071,2024-08-23 04:13:04.959052
2021-08-18,4033.5386,2024-08-23 04:13:04.959052
2021-08-19,4748.7275,2024-08-22 02:48:28.275487
2021-08-20,3876.664,2024-08-22 02:48:28.275487
2021-08-21,2153.3262,2024-08-22 02:48:28.275487
2021-08-22,666.76465,2024-08-22 02:48:28.275487
2021-08-23,3301.9646,2024-08-22 02:48:28.275487
2021-08-24,3990.7988,2024-08-22 02:48:28.275487
2021-08-25,4618.544,2024-08-22 02:48:28.275487
2021-08-26,4697.1973,2024-08-23 01:00:56.984691
2021-08-27,4558.797,2024-08-23 01:00:56.984691
2021-08-28,2001.9044,2024-08-23 01:00:56.984691
2021-08-29,493.2688,2024-08-23 01:00:56.984691
2021-08-30,4173.2256,2024-08-23 01:00:56.984691
2021-08-31,4280.3516,2024-08-23 01:00:56.984691
2021-09-01,4534.229,2024-08-23 01:00:56.984691
2021-09-02,4403.9673,2024-08-23 03:10:51.145957
2021-09-03,3409.3237,2024-08-23 03:10:51.145957
2021-09-04,1285.3209,2024-08-23 03:10:51.145957
2021-09-05,422.59668,2024-08-23 03:10:51.145957
2021-09-06,3743.7258,2024-08-23 03:10:51.145957
2021-09-07,3960.5027,2024-08-23 03:10:51.145957
2021-09-08,3915.7605,2024-08-23 03:10:51.145957
2021-09-09,4069.1055,2024-08-22 19:00:18.924609
2021-09-10,3179.6226,2024-08-22 19:00:18.924609
2021-09-11,2066.8027,2024-08-22 19:00:18.924609
2021-09-12,427.25122,2024-08-22 19:00:18.924609
2021-09-13,4197.205,2024-08-22 19:00:18.924609
2021-09-14,3630.8398,2024-08-22 19:00:18.924609
2021-09-15,3690.6387,2024-08-22 19:00:18.924609
2021-09-16,4169.8984,2024-08-21 23:44:28.654625
2021-09-17,3375.2712,2024-08-21 23:44:28.654625
2021-09-18,1094.3633,2024-08-21 23:44:28.654625
2021-09-19,22.248047,2024-08-21 23:44:28.654625
2021-09-20,3773.976,2024-08-21 23:44:28.654625
2021-09-21,3596.4067,2024-08-21 23:44:28.654625
2021-09-22,3534.2085,2024-08-21 23:44:28.654625
2021-09-23,4622.339,2024-08-22 05:19:42.229003
2021-09-24,4154.993,2024-08-22 05:19:42.229003
2021-09-25,1656.1155,2024-08-22 05:19:42.229003
2021-09-26,914.0283,2024-08-22 05:19:42.229003
2021-09-27,4432.6143,2024-08-22 05:19:42.229003
2021-09-28,4485.7637,2024-08-22 05:19:42.229003
2021-09-29,4253.9473,2024-08-22 05:19:42.229003
2021-09-30,3779.7683,2024-08-22 04:54:54.292700
2021-10-01,3173.9104,2024-08-22 04:54:54.292700
2021-10-02,1312.7955,2024-08-22 04:54:54.292700
2021-10-03,-250.2749,2024-08-22 04:54:54.292700
2021-10-04,2810.0923,2024-08-22 04:54:54.292700
2021-10-05,2861.9614,2024-08-22 04:54:54.292700
2021-10-06,3167.5916,2024-08-22 04:54:54.292700
2021-10-07,5170.314,2024-08-23 03:03:58.985864
2021-10-08,4322.699,2024-08-23 03:03:58.985864
2021-10-09,2467.1458,2024-08-23 03:03:58.985864
2021-10-10,390.62646,2024-08-23 03:03:58.985864
2021-10-11,4203.7803,2024-08-23 03:03:58.985864
2021-10-12,4804.4287,2024-08-23 03:03:58.985864
2021-10-13,4695.724,2024-08-23 03:03:58.985864
2021-10-14,4282.971,2024-08-22 07:43:55.977282
2021-10-15,2986.7957,2024-08-22 07:43:55.977282
2021-10-16,2405.4165,2024-08-22 07:43:55.977282
2021-10-17,635.2805,2024-08-22 07:43:55.977282
2021-10-18,3318.7207,2024-08-22 07:43:55.977282
2021-10-19,4393.506,2024-08-22 07:43:55.977282
2021-10-20,4282.703,2024-08-22 07:43:55.977282
2021-10-21,5514.0205,2024-08-22 19:08:43.935961
2021-10-22,4613.7646,2024-08-22 19:08:43.935961
2021-10-23,2519.5852,2024-08-22 19:08:43.935961
2021-10-24,943.2671,2024-08-22 19:08:43.935961
2021-10-25,4975.993,2024-08-22 19:08:43.935961
2021-10-26,5147.164,2024-08-22 19:08:43.935961
2021-10-27,5061.6953,2024-08-22 19:08:43.935961
2021-10-28,4556.7485,2024-08-23 01:10:21.405325
2021-10-29,4590.806,2024-08-23 01:10:21.405325
2021-10-30,1327.1188,2024-08-23 01:10:21.405325
2021-10-31,157.05518,2024-08-23 01:10:21.405325
2021-11-01,4003.5679,2024-08-23 01:10:21.405325
2021-11-02,4493.49,2024-08-23 01:10:21.405325
2021-11-03,4875.559,2024-08-23 01:10:21.405325
2021-11-04,4614.0195,2024-08-22 10:41:12.814231
2021-11-05,4213.736,2024-08-22 10:41:12.814231
2021-11-06,1980.2008,2024-08-22 10:41:12.814231
2021-11-07,219.80005,2024-08-22 10:41:12.814231
2021-11-08,4656.797,2024-08-22 10:41:12.814231
2021-11-09,5019.705,2024-08-22 10:41:12.814231
2021-11-10,5071.3867,2024-08-22 10:41:12.814231
2021-11-11,4536.968,2024-08-22 20:56:00.683944
2021-11-12,4238.952,2024-08-22 20:56:00.683944
2021-11-13,1698.2877,2024-08-22 20:56:00.683944
2021-11-14,352.79883,2024-08-22 20:56:00.683944
2021-11-15,4026.25,2024-08-22 20:56:00.683944
2021-11-16,4386.9453,2024-08-22 20:56:00.683944
2021-11-17,3950.7578,2024-08-22 20:56:00.683944
2021-11-18,5344.132,2024-08-22 18:42:15.269547
2021-11-19,4699.2256,2024-08-22 18:42:15.269547
2021-11-20,2656.9343,2024-08-22 18:42:15.269547
2021-11-21,715.7124,2024-08-22 18:42:15.269547
2021-11-22,4334.161,2024-08-22 18:42:15.269547
2021-11-23,4889.1504,2024-08-22 18:42:15.269547
2021-11-24,5155.0366,2024-08-22 18:42:15.269547
2021-11-25,4846.1274,2024-08-22 03:03:04.751807
2021-11-26,4217.7905,2024-08-22 03:03:04.751807
2021-11-27,2316.079,2024-08-22 03:03:04.751807
2021-11-28,55.430664,2024-08-22 03:03:04.751807
2021-11-29,3349.8044,2024-08-22 03:03:04.751807
2021-11-30,4444.128,2024-08-22 03:03:04.751807
2021-12-01,4686.0396,2024-08-22 03:03:04.751807
2021-12-02,4730.706,2024-08-22 18:27:23.209535
2021-12-03,4441.9985,2024-08-22 18:27:23.209535
2021-12-04,1919.4385,2024-08-22 18:27:23.209535
2021-12-05,582.5244,2024-08-22 18:27:23.209535
2021-12-06,4390.102,2024-08-22 18:27:23.209535
2021-12-07,4752.469,2024-08-22 18:27:23.209535
2021-12-08,4855.9556,2024-08-22 18:27:23.209535
2021-12-09,3474.0952,2024-08-22 11:16:51.621420
2021-12-10,3908.9285,2024-08-22 11:16:51.621420
2021-12-11,1009.1189,2024-08-22 11:16:51.621420
2021-12-12,-213.24268,2024-08-22 11:16:51.621420
2021-12-13,4752.938,2024-08-22 11:16:51.621420
2021-12-14,4365.565,2024-08-22 11:16:51.621420
2021-12-15,3457.1182,2024-08-22 11:16:51.621420
2021-12-16,4708.5103,2024-08-23 01:42:13.837557
2021-12-17,4128.4263,2024-08-23 01:42:13.837557
2021-12-18,1598.0807,2024-08-23 01:42:13.837557
2021-12-19,492.1416,2024-08-23 01:42:13.837557
2021-12-20,3967.7583,2024-08-23 01:42:13.837557
2021-12-21,3862.2473,2024-08-23 01:42:13.837557
2021-12-22,4049.5254,2024-08-23 01:42:13.837557
2021-12-23,5015.756,2024-08-22 21:18:03.757411
2021-12-24,4499.641,2024-08-22 21:18:03.757411
2021-12-25,2072.5532,2024-08-22 21:18:03.757411
2021-12-26,557.5454,2024-08-22 21:18:03.757411
2021-12-27,4505.386,2024-08-22 21:18:03.757411
2021-12-28,4391.23,2024-08-22 21:18:03.757411
2021-12-29,4452.0615,2024-08-22 21:18:03.757411
2021-12-30,4616.6943,2024-08-22 10:59:11.306628
2021-12-31,2446.4084,2024-08-22 10:59:11.306628
2022-01-01,1277.8602,2024-08-22 10:59:11.306628
2022-01-02,626.178,2024-08-22 10:59:11.306628
2022-01-03,4469.0093,2024-08-22 10:59:11.306628
2022-01-04,5026.141,2024-08-22 10:59:11.306628
2022-01-05,5083.662,2024-08-22 10:59:11.306628
2022-01-06,4453.041,2024-08-22 19:20:12.301880
2022-01-07,2895.656,2024-08-22 19:20:12.301880
2022-01-08,1497.6779,2024-08-22 19:20:12.301880
2022-01-09,556.76025,2024-08-22 19:20:12.301880
2022-01-10,4933.455,2024-08-22 19:20:12.301880
2022-01-11,5215.67,2024-08-22 19:20:12.301880
2022-01-12,5141.1855,2024-08-22 19:20:12.301880
2022-01-13,4922.6924,2024-08-23 02:21:52.184775
2022-01-14,4134.4756,2024-08-23 02:21:52.184775
2022-01-15,1633.1719,2024-08-23 02:21:52.184775
2022-01-16,272.7185,2024-08-23 02:21:52.184775
2022-01-17,4643.758,2024-08-23 02:21:52.184775
2022-01-18,4574.1855,2024-08-23 02:21:52.184775
2022-01-19,4610.6504,2024-08-23 02:21:52.184775
2022-01-20,4720.741,2024-08-22 06:36:34.654404
2022-01-21,3974.5447,2024-08-22 06:36:34.654404
2022-01-22,1629.0438,2024-08-22 06:36:34.654404
2022-01-23,238.72583,2024-08-22 06:36:34.654404
2022-01-24,4407.6016,2024-08-22 06:36:34.654404
2022-01-25,4558.253,2024-08-22 06:36:34.654404
2022-01-26,4873.4243,2024-08-22 06:36:34.654404
2022-01-27,5168.921,2024-08-23 03:15:21.376099
2022-01-28,4151.7236,2024-08-23 03:15:21.376099
2022-01-29,1736.335,2024-08-23 03:15:21.376099
2022-01-30,494.7246,2024-08-23 03:15:21.376099
2022-01-31,4574.315,2024-08-23 03:15:21.376099
2022-02-01,5035.291,2024-08-23 03:15:21.376099
2022-02-02,4934.8325,2024-08-23 03:15:21.376099
2022-02-03,4754.54,2024-08-22 12:19:46.522689
2022-02-04,4368.5825,2024-08-22 12:19:46.522689
2022-02-05,1671.7007,2024-08-22 12:19:46.522689
2022-02-06,-111.79053,2024-08-22 12:19:46.522689
2022-02-07,4343.572,2024-08-22 12:19:46.522689
2022-02-08,4515.553,2024-08-22 12:19:46.522689
2022-02-09,4567.418,2024-08-22 12:19:46.522689
2022-02-10,4855.646,2024-08-22 21:22:45.608680
2022-02-11,4519.502,2024-08-22 21:22:45.608680
2022-02-12,1695.8479,2024-08-22 21:22:45.608680
2022-02-13,245.80615,2024-08-22 21:22:45.608680
2022-02-14,4020.5325,2024-08-22 21:22:45.608680
2022-02-15,4209.953,2024-08-22 21:22:45.608680
2022-02-16,4317.4346,2024-08-22 21:22:45.608680
2022-02-17,4542.2637,2024-08-22 12:28:23.043166
2022-02-18,4047.3196,2024-08-22 12:28:23.043166
2022-02-19,1376.3789,2024-08-22 12:28:23.043166
2022-02-20,-141.77124,2024-08-22 12:28:23.043166
2022-02-21,3594.2095,2024-08-22 12:28:23.043166
2022-02-22,3953.3574,2024-08-22 12:28:23.043166
2022-02-23,3684.7046,2024-08-22 12:28:23.043166
2022-02-24,5256.4717,2024-08-22 18:37:58.231730
2022-02-25,4505.1675,2024-08-22 18:37:58.231730
2022-02-26,1791.6404,2024-08-22 18:37:58.231730
2022-02-27,949.52563,2024-08-22 18:37:58.231730
2022-02-28,4528.4507,2024-08-22 18:37:58.231730
2022-03-01,4800.905,2024-08-22 18:37:58.231730
2022-03-02,4903.8105,2024-08-22 18:37:58.231730
2022-03-03,5640.7485,2024-08-22 11:21:57.394267
2022-03-04,4800.0664,2024-08-22 11:21:57.394267
2022-03-05,2359.9155,2024-08-22 11:21:57.394267
2022-03-06,670.04175,2024-08-22 11:21:57.394267
2022-03-07,3993.0051,2024-08-22 11:21:57.394267
2022-03-08,4290.5225,2024-08-22 11:21:57.394267
2022-03-09,5519.295,2024-08-22 11:21:57.394267
2022-03-10,5752.747,2024-08-22 08:23:13.992144
2022-03-11,5357.5264,2024-08-22 08:23:13.992144
2022-03-12,2555.9329,2024-08-22 08:23:13.992144
2022-03-13,947.2366,2024-08-22 08:23:13.992144
2022-03-14,5240.724,2024-08-22 08:23:13.992144
2022-03-15,5154.8047,2024-08-22 08:23:13.992144
2022-03-16,4788.031,2024-08-22 08:23:13.992144
2022-03-17,5293.3477,2024-08-22 08:40:12.247566
2022-03-18,5092.745,2024-08-22 08:40:12.247566
2022-03-19,1855.246,2024-08-22 08:40:12.247566
2022-03-20,412.5564,2024-08-22 08:40:12.247566
2022-03-21,4023.5942,2024-08-22 08:40:12.247566
2022-03-22,5001.073,2024-08-22 08:40:12.247566
2022-03-23,4530.7026,2024-08-22 08:40:12.247566
2022-03-24,4491.6387,2024-08-22 05:01:31.328505
2022-03-25,3857.3997,2024-08-22 05:01:31.328505
2022-03-26,1289.4689,2024-08-22 05:01:31.328505
2022-03-27,-288.43823,2024-08-22 05:01:31.328505
2022-03-28,3746.2542,2024-08-22 05:01:31.328505
2022-03-29,3881.8733,2024-08-22 05:01:31.328505
2022-03-30,3969.945,2024-08-22 05:01:31.328505
2022-03-31,4671.1475,2024-08-22 18:57:29.199056
2022-04-01,4389.1143,2024-08-22 18:57:29.199056
2022-04-02,2437.5874,2024-08-22 18:57:29.199056
2022-04-03,259.76978,2024-08-22 18:57:29.199056
2022-04-04,4863.3223,2024-08-22 18:57:29.199056
2022-04-05,4778.4375,2024-08-22 18:57:29.199056
2022-04-06,5255.4727,2024-08-22 18:57:29.199056
2022-04-07,6048.169,2024-08-22 19:32:47.912597
2022-04-08,5374.456,2024-08-22 19:32:47.912597
2022-04-09,2083.5522,2024-08-22 19:32:47.912597
2022-04-10,924.55444,2024-08-22 19:32:47.912597
2022-04-11,5678.157,2024-08-22 19:32:47.912597
2022-04-12,5787.377,2024-08-22 19:32:47.912597
2022-04-13,5333.1406,2024-08-22 19:32:47.912597
2022-04-14,5863.0693,2024-08-22 09:41:28.583347
2022-04-15,5076.8013,2024-08-22 09:41:28.583347
